ID,FINYEAR,CODE1,CODE2,CODE3,CODE4,CODE5,CODE6,CODE7,CODE8,AMT1,AMT2,AMT3,AMT4,AMT5,AMT6,AMT7,AMT8
PI1078,2019,SA12,,,,,,,,07862,,,,,,,
PI1079,2019,SA15,SA14,,,,,,,15000,06928,,,,,,
PI1080,2019,SA15,SA16,,,,,,,11400,03545,,,,,,
PI1085,2019,SA12,,,,,,,,07862,,,,,,,
PI1089,2019,SA12,,,,,,,,07462,,,,,,,
PI1091,2019,SA12,SA24,,,,,,,07462,02000,,,,,,
PI1092,2019,SA12,,,,,,,,08262,,,,,,,
PI1094,2019,SA12,,,,,,,,07462,,,,,,,
PI1095,2019,SA14,,,,,,,,38189,,,,,,,
PI1096,2019,SA14,,,,,,,,23665,,,,,,,
PI1101,2019,SA12,,,,,,,,07462,,,,,,,
PI1104,2019,SA14,SA12,,,,,,,01980,07462,,,,,,
PI1105,2019,SA12,,,,,,,,03731,,,,,,,
PI1106,2019,SA12,,,,,,,,08262,,,,,,,
PI1108,2019,SA23,,,,,,,,01000,,,,,,,
PI1109,2019,SA14,SA12,,,,,,,01980,07462,,,,,,
PI1110,2019,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1116,2019,SA12,,,,,,,,03731,,,,,,,
PI1117,2019,SA12,,,,,,,,03931,,,,,,,
PI1119,2019,SA14,,,,,,,,16738,,,,,,,
PI1122,2019,SA01,SA12,,,,,,,00382,08262,,,,,,
PI1123,2019,SA14,,,,,,,,20284,,,,,,,
PI1125,2019,SA16,SA19,,,,,,,06045,08057,,,,,,
PI1127,2019,SA14,SA16,,,,,,,03463,01404,,,,,,
PI1132,2019,SA12,,,,,,,,07462,,,,,,,
PI1134,2019,SA12,,,,,,,,07462,,,,,,,
PI1136,2019,SA16,,,,,,,,07619,,,,,,,
PI1137,2019,SA02,SA16,SA19,,,,,,00534,06857,08057,,,,,
PI1138,2019,SA12,,,,,,,,08262,,,,,,,
PI1139,2019,SA14,SA12,,,,,,,04626,07462,,,,,,
PI1142,2019,SA14,,,,,,,,05712,,,,,,,
PI1144,2019,SA12,,,,,,,,07462,,,,,,,
PI1145,2019,SA14,SA12,,,,,,,00990,03731,,,,,,
PI1146,2019,SA14,,,,,,,,07422,,,,,,,
PI1147,2019,SA12,,,,,,,,08262,,,,,,,
PI1151,2019,SA14,,,,,,,,00990,,,,,,,
PI1152,2019,SA14,,,,,,,,01980,,,,,,,
PI1156,2019,SA16,SA17,,,,,,,05333,00427,,,,,,
PI1159,2019,SA12,,,,,,,,07462,,,,,,,
PI1164, 2019,SA14,,,,,,,,09976,,,,,,,
PI1165,2019,SA12,,,,,,,,07462,,,,,,,
PI1166,2019,SA14,,,,,,,,20282,,,,,,,
PI1167,2019,SA12,,,,,,,,01719,,,,,,,
PI1169,2019,SA12,,,,,,,,07462,,,,,,,
PI1173,2019,SA02,SA12,SA16,SA19,,,,,01508,07862,06095,08053,,,,
PI1174,2019,SA14,,,,,,,,01980,,,,,,,
PI1175,2019,SA12,,,,,,,,03731,,,,,,,
PI1179,2019,SA15,SA01,SA14,,,,,,12069,00891,06432,,,,,
PI1189,2019,SA14,,,,,,,,01980,,,,,,,
PI1191,2019,SA12,SA16,SA19,,,,,,07862,07619,08049,,,,,
PI1194,2019,SA14,,,,,,,,01980,,,,,,,
PI1195,2019,SA12,,,,,,,,07862,,,,,,,
PI1197,2019,SA14,,,,,,,,00990,,,,,,,
PI1198,2019,SA14,SA12,SA16,SA17,SA19,,,,01980,07462,08380,01000,08057,,,
PI1199,2019,SA12,,,,,,,,03731,,,,,,,
PI1203,2019,SA12,,,,,,,,07462,,,,,,,
PI1207,2019,SA15,,,,,,,,10600,,,,,,,
PI1210,2019,SA12,,,,,,,,07458,,,,,,,
PI1211,2019,SA14,SA12,,,,,,,01980,07462,,,,,,
PI1215,2019,SA12,,,,,,,,08262,,,,,,,
PI1221,2019,SA02,SA12,,,,,,,00964,04131,,,,,,
PI1223,2019,SA12,,,,,,,,07462,,,,,,,
PI1225,2019,SA14,,,,,,,,20284,,,,,,,
PI1229,2019,SA12,SA24,,,,,,,08473,02000,,,,,,
PI1230,2019,SA14,SA12,,,,,,,04948,03731,,,,,,
PI1235,2019,SA14,SA04,,,,,,,03463,05776,,,,,,
PI1237,2019,SA12,,,,,,,,07462,,,,,,,
PI1240,2019,SA12,SA16,SA19,,,,,,07862,06045,08057,,,,,
PI1241,2019,SA14,SA12,SA13,SA16,,,,,01980,07462,01000,04645,,,,
PI1242,2019,SA14,,,,,,,,02306,,,,,,,
PI1243,2019,SA14,,,,,,,,03381,,,,,,,
PI1244,2019,SA12,,,,,,,,07862,,,,,,,
PI1245,2019,SA12,,,,,,,,08262,,,,,,,
PI1255,2019,SA14,,,,,,,,20282,,,,,,,
PI1257,2019,SA14,,,,,,,,07422,,,,,,,
PI1258,2019,SA14,,,,,,,,20284,,,,,,,
PI1264,2019,SA14,,,,,,,,00990,,,,,,,
PI1265,2019,SA15,SA14,SA12,,,,,,10000,00496,08262,,,,,
PI1267,2019,SA14,SA12,,,,,,,05442,07862,,,,,,
PI1269,2019,SA12,,,,,,,,07462,,,,,,,
PI1274,2019,SA23,SA12,SA05,,,,,,01000,08262,01000,,,,,
PI1277,2019,SA12,,,,,,,,07346,,,,,,,
PI1279,2019,SA14,,,,,,,,17101,,,,,,,
PI1282,2019,SA14,,,,,,,,20284,,,,,,,
PI1285,2019,SA12,,,,,,,,07462,,,,,,,
PI1291,2019,SA12,,,,,,,,04131,,,,,,,
PI1293,2019,SA12,,,,,,,,08262,,,,,,,
PI1296,2019,SA15,SA14,SA12,,,,,,04955,05938,07862,,,,,
PI1302,2019,SA14,SA12,SA16,SA19,,,,,01980,03931,06095,08057,,,,
PI1307,2019,SA15,SA14,,,,,,,18000,01980,,,,,,
PI1309,2019,SA12,SA16,SA17,SA19,,,,,08262,06095,01000,08039,,,,
PI1311,2019,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1313,2019,SA02,SA14,SA13,SA16,,,,,02000,01980,01500,05645,,,,
PI1314,2019,SA14,,,,,,,,03463,,,,,,,
PI1317,2019,SA12,,,,,,,,07462,,,,,,,
PI1319,2019,SA16,,,,,,,,01323,,,,,,,
PI1321,2019,SA12,,,,,,,,07462,,,,,,,
PI1322,2019,SA12,,,,,,,,08262,,,,,,,
PI1323,2019,SA14,,,,,,,,00990,,,,,,,
PI1324,2019,SA14,SA13,SA16,,,,,,01980,01500,04345,,,,,
PI1327,2019,SA12,,,,,,,,08262,,,,,,,
PI1330,2019,SA16,SA19,,,,,,,03048,04033,,,,,,
PI1331,2019,SA14,SA13,SA16,,,,,,06926,01000,06095,,,,,
PI1335,2019,SA04,,,,,,,,01760,,,,,,,
PI1337,2019,SA12,SA16,SA19,,,,,,07462,06095,08040,,,,,
PI1340,2019,SA01,SA14,SA12,SA13,SA16,,,,01144,01980,07462,01250,02545,,,
PI1341,2019,SA14,SA12,SA16,SA19,,,,,05938,07462,06095,08047,,,,
PI1342,2019,SA12,,,,,,,,07862,,,,,,,
PI1343,2019,SA12,SA16,SA19,,,,,,08262,08312,08057,,,,,
PI1346,2019,SA01,SA12,,,,,,,00667,04131,,,,,,
PI1352,2019,SA14,,,,,,,,08658,,,,,,,
PI1353,2019,SA12,,,,,,,,08262,,,,,,,
PI1358,2019,SA01,,,,,,,,00065,,,,,,,
PI1359,2019,SA12,,,,,,,,08262,,,,,,,
PI1360,2019,SA15,SA14,SA16,,,,,,11183,01980,06095,,,,,
PI1361,2019,SA15,,,,,,,,09600,,,,,,,
PI1362,2019,SA14,SA04,,,,,,,01980,07417,,,,,,
PI1365,2019,SA15,,,,,,,,28800,,,,,,,
PI1366,2019,SA01,SA12,SA05,,,,,,01388,08262,01000,,,,,
PI1368,2019,SA02,SA12,SA16,SA17,SA19,,,,01628,07862,06095,01000,08057,,,
PI1369,2019,SA14,SA16,,,,,,,01980,06095,,,,,,
PI1374,2019,SA12,,,,,,,,08262,,,,,,,
PI1376,2019,SA14,SA12,,,,,,,01980,08262,,,,,,
PI1378,2019,SA12,SA13,SA16,,,,,,08262,01000,05556,,,,,
PI1379,2019,SA14,SA13,SA16,,,,,,06926,01500,06095,,,,,
PI1380,2019,SA14,SA13,SA16,,,,,,05938,01500,02945,,,,,
PI1383,2019,SA01,SA12,SA05,,,,,,00904,08262,01000,,,,,
PI1384,2019,SA12,,,,,,,,08262,,,,,,,
PI1386,2019,SA12,,,,,,,,08262,,,,,,,
PI1387,2019,SA14,,,,,,,,11874,,,,,,,
PI1390,2019,SA12,,,,,,,,08262,,,,,,,
PI1391,2019,SA15,,,,,,,,11374,,,,,,,
PI1392,2019,SA14,SA16,,,,,,,00990,02286,,,,,,
PI1393,2019,SA23,SA12,,,,,,,01000,08262,,,,,,
PI1397,2019,SA12,SA16,SA19,,,,,,08262,06095,08057,,,,,
PI1400,2019,SA14,,,,,,,,32650,,,,,,,
PI1402,2019,SA14,SA04,,,,,,,06431,11905,,,,,,
PI1404,2019,SA12,SA16,,,,,,,07862,04045,,,,,,
PI1406,2019,SA14,,,,,,,,20282,,,,,,,
PI1410,2019,SA14,,,,,,,,10142,,,,,,,
PI1411,2019,SA12,SA16,,,,,,,04131,02403,,,,,,
PI1414,2019,SA01,SA12,,,,,,,00519,08262,,,,,,
PI1415,2019,SA14,SA12,SA13,SA16,,,,,05938,08262,01000,04345,,,,
PI1417,2019,SA14,SA12,,,,,,,01980,07462,,,,,,
PI1418,2019,SA14,,,,,,,,13728,,,,,,,
PI1420,2019,SA14,SA12,,,,,,,05938,03731,,,,,,
PI1421,2019,SA12,,,,,,,,08262,,,,,,,
PI1424,2019,SA14,SA12,,,,,,,03815,07462,,,,,,
PI1425,2019,SA12,,,,,,,,03731,,,,,,,
PI1429,2019,SA14,SA16,,,,,,,01979,07619,,,,,,
PI1431,2019,SA14,SA13,SA16,SA17,,,,,06926,01312,05333,01000,,,,
PI1434,2019,SA01,,,,,,,,01602,,,,,,,
PI1436,2019,SA15,SA23,SA12,,,,,,18000,01000,08262,,,,,
PI1438,2019,SA12,SA16,SA19,,,,,,03931,06095,08048,,,,,
PI1441,2019,SA12,,,,,,,,08262,,,,,,,
PI1444,2019,SA14,,,,,,,,00577,,,,,,,
PI1446,2019,SA23,SA12,,,,,,,01000,07309,,,,,,
PI1447,2019,SA12,,,,,,,,07862,,,,,,,
PI1450,2019,SA14,,,,,,,,20282,,,,,,,
PI1451,2019,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1452,2019,SA12,SA16,,,,,,,07462,03645,,,,,,
PI1453,2019,SA14,SA12,SA13,SA16,,,,,01980,07462,01250,05545,,,,
PI1462,2019,SA14,SA12,SA16,SA17,SA19,,,,01980,07462,06095,01000,08057,,,
PI1465,2019,SA12,,,,,,,,08262,,,,,,,
PI1466,2019,SA12,,,,,,,,07462,,,,,,,
PI1468,2019,SA01,SA14,SA12,SA16,,,,,01550,01980,08262,04845,,,,
PI1470,2019,SA15,,,,,,,,08000,,,,,,,
PI1473,2019,SA12,,,,,,,,07462,,,,,,,
PI1474,2019,SA12,SA13,SA16,,,,,,08262,00625,04345,,,,,
PI1475,2019,SA01,SA12,SA05,,,,,,01534,08262,01000,,,,,
PI1479,2019,SA14,,,,,,,,18450,,,,,,,
PI1486,2019,SA14,SA12,SA13,SA16,,,,,01980,08262,00668,05145,,,,
PI1487,2019,SA14,,,,,,,,11662,,,,,,,
PI1490,2019,SA14,,,,,,,,10141,,,,,,,
PI1491,2019,SA16,,,,,,,,06095,,,,,,,
PI1493,2019,SA12,,,,,,,,07862,,,,,,,
PI1500,2019,SA15,,,,,,,,13000,,,,,,,
PI1508,2019,SA14,SA12,SA13,SA16,,,,,01980,07462,01000,03045,,,,
PI1510,2019,SA15,,,,,,,,09000,,,,,,,
PI1514,2019,SA12,SA16,SA19,,,,,,07862,06095,08057,,,,,
PI1515,2019,SA12,,,,,,,,07462,,,,,,,
PI1519,2019,SA12,SA16,SA19,,,,,,03731,03048,04033,,,,,
PI1523,2019,SA12,,,,,,,,07862,,,,,,,
PI1524,2019,SA12,,,,,,,,08262,,,,,,,
PI1526,2019,SA12,,,,,,,,07462,,,,,,,
PI1527,2019,SA14,SA12,,,,,,,01980,07462,,,,,,
PI1532,2019,SA12,,,,,,,,07862,,,,,,,
PI1533,2019,SA14,,,,,,,,07422,,,,,,,
PI1538,2019,SA12,,,,,,,,08262,,,,,,,
PI1540,2019,SA12,,,,,,,,07462,,,,,,,
PI1544,2019,SA12,SA16,SA19,,,,,,07462,06095,08057,,,,,
PI1545,2019,SA12,,,,,,,,07862,,,,,,,
PI1547,2019,SA14,SA12,,,,,,,01980,03931,,,,,,
PI1552,2019,SA16,,,,,,,,01090,,,,,,,
PI1554,2019,SA14,,,,,,,,10142,,,,,,,
PI1561,2019,SA14,,,,,,,,01980,,,,,,,
PI1564,2019,SA01,,,,,,,,01316,,,,,,,
PI1565,2019,SA14,,,,,,,,20282,,,,,,,
PI1569,2019,SA14,SA04,,,,,,,20282,13623,,,,,,
PI1570,2019,SA14,SA12,,,,,,,01980,07462,,,,,,
PI1572,2019,SA14,,,,,,,,20282,,,,,,,
PI1574,2019,SA12,,,,,,,,07462,,,,,,,
PI1575,2019,SA12,,,,,,,,08262,,,,,,,
PI1577,2019,SA14,,,,,,,,20282,,,,,,,
PI1580,2019,SA14,SA13,SA16,SA17,,,,,03092,00313,01524,00500,,,,
PI1581,2019,SA02,SA14,,,,,,,02050,01980,,,,,,
PI1584,2019,SA14,,,,,,,,10141,,,,,,,
PI1587,2019,SA12,,,,,,,,08262,,,,,,,
PI1588,2019,SA04,,,,,,,,07326,,,,,,,
PI1591,2019,SA14,,,,,,,,20284,,,,,,,
PI1593,2019,SA12,,,,,,,,07462,,,,,,,
PI1599,2019,SA12,SA13,SA16,,,,,,07462,01250,02345,,,,,
PI1600,2019,SA12,,,,,,,,07462,,,,,,,
PI1601,2019,SA12,,,,,,,,07462,,,,,,,
PI1604,2019,SA14,SA16,,,,,,,01980,02745,,,,,,
PI1608,2019,SA02,SA14,,,,,,,01088,01980,,,,,,
PI1610,2019,SA12,,,,,,,,07862,,,,,,,
PI1612,2019,SA14,SA12,,,,,,,07422,08262,,,,,,
PI1614,2019,SA07,,,,,,,,05775,,,,,,,
PI1621,2019,SA12,,,,,,,,03731,,,,,,,
PI1624,2019,SA14,SA16,,,,,,,03464,02773,,,,,,
PI1625,2019,SA14,SA13,SA16,,,,,,02969,01500,01877,,,,,
PI1630,2019,SA12,,,,,,,,08262,,,,,,,
PI1631,2019,SA14,,,,,,,,20282,,,,,,,
PI1634,2019,SA12,,,,,,,,03731,,,,,,,
PI1635,2019,SA14,,,,,,,,20282,,,,,,,
PI1640,2019,SA12,,,,,,,,07462,,,,,,,
PI1641,2019,SA14,,,,,,,,05938,,,,,,,
PI1646,2019,SA14,,,,,,,,20605,,,,,,,
PI1648,2019,SA12,,,,,,,,08262,,,,,,,
PI1649,2019,SA12,,,,,,,,08262,,,,,,,
PI1653,2019,SA15,,,,,,,,04000,,,,,,,
PI1654,2019,SA15,SA09,SA14,,,,,,30000,01000,01980,,,,,
PI1655,2019,SA12,,,,,,,,07862,,,,,,,
PI1657,2019,SA12,,,,,,,,07462,,,,,,,
PI1659,2019,SA16,SA25,,,,,,,03022,20216,,,,,,
PI1660,2019,SA12,,,,,,,,08262,,,,,,,
PI1661,2019,SA12,,,,,,,,08262,,,,,,,
PI1663,2019,SA12,,,,,,,,07462,,,,,,,
PI1664,2019,SA16,SA17,,,,,,,06095,01000,,,,,,
PI1665,2019,SA14,,,,,,,,21742,,,,,,,
PI1666,2019,SA12,,,,,,,,07862,,,,,,,
PI1667,2019,SA13,SA16,SA04,,,,,,01500,06817,17339,,,,,
PI1669,2019,SA14,SA12,,,,,,,05938,08262,,,,,,
PI1670,2019,SA14,,,,,,,,07422,,,,,,,
PI1676,2019,SA12,,,,,,,,07862,,,,,,,
PI1684,2019,SA12,,,,,,,,08473,,,,,,,
PI1685,2019,SA12,,,,,,,,04131,,,,,,,
PI1686,2019,SA14,,,,,,,,16903,,,,,,,
PI1688,2019,SA12,SA16,SA19,,,,,,07862,06095,08057,,,,,
PI1689,2019,SA12,,,,,,,,07462,,,,,,,
PI1691,2019,SA02,SA14,,,,,,,02000,01980,,,,,,
PI1693,2019,SA12,SA13,SA16,SA17,,,,,08262,01000,06095,01000,,,,
PI1694,2019,SA14,SA16,SA19,,,,,,01980,05333,04033,,,,,
PI1697,2019,SA14,,,,,,,,13522,,,,,,,
PI1698,2019,SA12,,,,,,,,03731,,,,,,,
PI1701,2019,SA01,SA12,,,,,,,01544,08262,,,,,,
PI1704,2019,SA12,,,,,,,,08262,,,,,,,
PI1706,2019,SA14,,,,,,,,20035,,,,,,,
PI1707,2019,SA02,SA12,,,,,,,03000,08262,,,,,,
PI1708,2019,SA12,SA13,SA16,,,,,,08262,01250,04931,,,,,
PI1713,2019,SA14,,,,,,,,00990,,,,,,,
PI1714,2019,SA12,,,,,,,,07462,,,,,,,
PI1716,2019,SA14,SA22,,,,,,,01980,03335,,,,,,
PI1717,2019,SA12,,,,,,,,07462,,,,,,,
PI1720,2019,SA12,,,,,,,,07462,,,,,,,
PI1723,2019,SA14,,,,,,,,01980,,,,,,,
PI1726,2019,SA22,,,,,,,,03335,,,,,,,
PI1728,2019,SA12,,,,,,,,07462,,,,,,,
PI1730,2019,SA14,SA16,,,,,,,05937,03047,,,,,,
PI1731,2019,SA14,SA13,SA16,,,,,,07422,01500,07619,,,,,
PI1732,2019,SA14,SA16,,,,,,,01980,05145,,,,,,
PI1734,2019,SA12,SA13,SA16,,,,,,07862,01000,05145,,,,,
PI1736,2019,SA14,,,,,,,,04664,,,,,,,
PI1738,2019,SA12,,,,,,,,07462,,,,,,,
PI1739,2019,SA12,,,,,,,,07462,,,,,,,
PI1740,2019,SA12,,,,,,,,08262,,,,,,,
PI1741,2019,SA02,SA13,SA16,,,,,,01984,01125,03034,,,,,
PI1742,2019,SA14,SA12,,,,,,,05625,07462,,,,,,
PI1744,2019,SA12,,,,,,,,07862,,,,,,,
PI1750,2019,SA12,,,,,,,,08262,,,,,,,
PI1752,2019,SA15,,,,,,,,17000,,,,,,,
PI1755,2019,SA14,,,,,,,,01980,,,,,,,
PI1760,2019,SA14,SA12,SA16,,,,,,05938,07462,05027,,,,,
PI1765,2019,SA14,,,,,,,,40070,,,,,,,
PI1766,2019,SA14,,,,,,,,04329,,,,,,,
PI1768,2019,SA14,SA12,,,,,,,01980,07862,,,,,,
PI1771,2019,SA12,,,,,,,,07862,,,,,,,
PI1772,2019,SA14,SA13,SA16,SA17,SA19,,,,05938,00875,05333,01000,04014,,,
PI1775,2019,SA15,,,,,,,,36465,,,,,,,
PI1776,2019,SA16,SA19,,,,,,,03048,04033,,,,,,
PI1778,2019,SA14,,,,,,,,07422,,,,,,,
PI1786,2019,SA16,SA17,,,,,,,06095,01000,,,,,,
PI1787,2019,SA12,,,,,,,,07462,,,,,,,
PI1794,2019,SA14,SA12,,,,,,,20282,04036,,,,,,
PI1796,2019,SA13,SA16,SA19,,,,,,01250,07619,08041,,,,,
PI1798,2019,SA14,,,,,,,,01980,,,,,,,
PI1802,2019,SA14,,,,,,,,40070,,,,,,,
PI1804,2019,SA12,,,,,,,,08262,,,,,,,
PI1806,2019,SA12,,,,,,,,07462,,,,,,,
PI1807,2019,SA14,SA12,,,,,,,06928,07462,,,,,,
PI1808,2019,SA12,,,,,,,,07462,,,,,,,
PI1810,2019,SA16,SA25,,,,,,,07619,29880,,,,,,
PI1813,2019,SA15,SA14,SA16,,,,,,14000,05938,06095,,,,,
PI1815,2019,SA14,,,,,,,,00990,,,,,,,
PI1816,2019,SA14,SA12,,,,,,,05442,08262,,,,,,
PI1817,2019,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1821,2019,SA15,SA14,SA16,SA17,,,,,29306,01980,06095,01000,,,,
PI1823,2019,SA14,,,,,,,,01980,,,,,,,
PI1828,2019,SA12,,,,,,,,07462,,,,,,,
PI1829,2019,SA14,SA12,,,,,,,07422,07462,,,,,,
PI1831,2019,SA12,,,,,,,,07862,,,,,,,
PI1832,2019,SA14,,,,,,,,04950,,,,,,,
PI1837,2019,SA01,SA12,SA05,,,,,,00862,08262,01000,,,,,
PI1840,2019,SA01,SA12,SA16,SA19,,,,,01238,07462,06095,08057,,,,
PI1843,2019,SA12,,,,,,,,04131,,,,,,,
PI1850,2019,SA12,,,,,,,,07462,,,,,,,
PI1853,2019,SA12,,,,,,,,07462,,,,,,,
PI1854,2019,SA12,SA05,,,,,,,08262,01000,,,,,,
PI1862,2019,SA05,SA04,,,,,,,01000,11949,,,,,,
PI1863,2019,SA14,,,,,,,,01980,,,,,,,
PI1867,2019,SA14,SA16,SA19,,,,,,00990,03048,04033,,,,,
PI1869,2019,SA04,,,,,,,,13831,,,,,,,
PI1873,2019,SA12,SA16,SA19,,,,,,07462,06095,08053,,,,,
PI1874,2019,SA14,SA12,SA16,SA19,,,,,00990,07462,06045,08057,,,,
PI1875,2019,SA14,SA12,,,,,,,03882,07862,,,,,,
PI1876,2019,SA14,SA16,,,,,,,01980,06095,,,,,,
PI1878,2019,SA12,,,,,,,,08262,,,,,,,
PI1886,2019,SA14,,,,,,,,04640,,,,,,,
PI1890,2019,SA12,,,,,,,,07862,,,,,,,
PI1891,2019,SA15,SA14,,,,,,,08000,01980,,,,,,
PI1893,2019,SA14,,,,,,,,02263,,,,,,,
PI1894,2019,SA14,SA12,,,,,,,05089,07462,,,,,,
PI1895,2019,SA14,,,,,,,,20284,,,,,,,
PI1897,2019,SA14,,,,,,,,20282,,,,,,,
PI1900,2019,SA12,SA24,,,,,,,07862,01000,,,,,,
PI1919,2019,SA16,,,,,,,,04590,,,,,,,
PI1922,2019,SA12,,,,,,,,07462,,,,,,,
PI1923,2019,SA14,,,,,,,,05071,,,,,,,
PI1925,2019,SA12,SA16,SA19,,,,,,08262,06045,08047,,,,,
PI1926,2019,SA14,SA12,,,,,,,01980,07862,,,,,,
PI1927,2019,SA12,,,,,,,,07462,,,,,,,
PI1928,2019,SA12,,,,,,,,08262,,,,,,,
PI1932,2019,SA15,,,,,,,,48000,,,,,,,
PI1934,2019,SA02,SA13,SA16,SA19,,,,,00774,00500,02873,04033,,,,
PI1937,2019,SA01,SA12,,,,,,,01160,08262,,,,,,
PI1939,2019,SA12,,,,,,,,07462,,,,,,,
PI1940,2019,SA14,SA13,SA16,,,,,,02474,01500,06095,,,,,
PI1942,2019,SA12,,,,,,,,07862,,,,,,,
PI1943,2019,SA14,,,,,,,,22328,,,,,,,
PI1944,2019,SA07,SA14,,,,,,,05815,06431,,,,,,
PI1948,2019,SA12,,,,,,,,07862,,,,,,,
PI1950,2019,SA12,SA16,SA17,SA19,,,,,08262,06095,01000,08057,,,,
PI1952,2019,SA12,,,,,,,,08262,,,,,,,
PI1953,2019,SA12,,,,,,,,08262,,,,,,,
PI1954,2019,SA14,,,,,,,,05442,,,,,,,
PI1955,2019,SA12,,,,,,,,07862,,,,,,,
PI1956,2019,SA02,SA14,SA13,SA16,,,,,02400,01979,01250,08037,,,,
PI1957,2019,SA12,SA13,SA16,,,,,,08262,01250,01545,,,,,
PI1959,2019,SA12,,,,,,,,07862,,,,,,,
PI1966,2019,SA12,,,,,,,,08262,,,,,,,
PI1968,2019,SA12,,,,,,,,07462,,,,,,,
PI1973,2019,SA14,,,,,,,,20282,,,,,,,
PI1974,2019,SA12,,,,,,,,00600,,,,,,,
PI1975,2019,SA12,,,,,,,,07462,,,,,,,
PI1987,2019,SA14,SA16,SA19,,,,,,05938,06857,08057,,,,,
PI1990,2019,SA14,,,,,,,,20284,,,,,,,
PI1992,2019,SA12,,,,,,,,06877,,,,,,,
PI1995,2019,SA14,,,,,,,,20282,,,,,,,
PI1999,2019,SA12,,,,,,,,08262,,,,,,,
PI2002,2019,SA12,,,,,,,,08262,,,,,,,
PI2003,2019,SA14,,,,,,,,20284,,,,,,,
PI2009,2019,SA15,SA14,SA12,,,,,,12000,01980,07862,,,,,
PI2010,2019,SA14,SA12,,,,,,,03216,04131,,,,,,
PI2011,2019,SA12,SA05,,,,,,,08262,01000,,,,,,
PI2016,2019,SA12,,,,,,,,08262,,,,,,,
PI2018,2019,SA15,SA14,SA16,,,,,,15037,06926,06095,,,,,
PI2023,2019,SA14,,,,,,,,03381,,,,,,,
PI2024,2019,SA12,,,,,,,,07462,,,,,,,
PI2026,2019,SA14,SA12,SA16,,,,,,01980,08262,04245,,,,,
PI2028,2019,SA14,,,,,,,,25355,,,,,,,
PI2032,2019,SA14,SA04,,,,,,,05938,11560,,,,,,
PI2034,2019,SA01,SA12,,,,,,,01550,08262,,,,,,
PI2036,2019,SA12,,,,,,,,07862,,,,,,,
PI2037,2019,SA14,,,,,,,,15050,,,,,,,
PI2038,2019,SA12,SA16,SA19,,,,,,07862,06095,08044,,,,,
PI2039,2019,SA14,SA12,,,,,,,05442,07862,,,,,,
PI2043,2019,SA12,,,,,,,,08262,,,,,,,
PI2050,2019,SA12,,,,,,,,07862,,,,,,,
PI2051,2019,SA12,SA13,SA16,,,,,,07862,01250,01745,,,,,
PI2052,2019,SA12,,,,,,,,08262,,,,,,,
PI2053,2019,SA12,,,,,,,,08262,,,,,,,
PI2056,2019,SA14,,,,,,,,07422,,,,,,,
PI2057,2019,SA14,SA12,SA13,SA16,,,,,01980,07462,01250,02306,,,,
PI2060,2019,SA12,,,,,,,,08262,,,,,,,
PI2069,2019,SA13,SA16,SA19,,,,,,01000,06095,08043,,,,,
PI2071,2019,SA14,,,,,,,,05937,,,,,,,
PI2073,2019,SA14,SA12,SA13,SA16,,,,,01980,07862,01000,01945,,,,
PI2074,2019,SA14,SA16,,,,,,,06928,05745,,,,,,
PI2075,2019,SA12,,,,,,,,07862,,,,,,,
PI2076,2019,SA12,,,,,,,,08262,,,,,,,
PI2077,2019,SA14,SA13,SA16,SA17,SA19,,,,01980,01000,06095,01000,08057,,,
PI2080,2019,SA15,SA14,,,,,,,18000,01980,,,,,,
PI2081,2019,SA12,,,,,,,,07862,,,,,,,
PI2082,2019,SA12,,,,,,,,07462,,,,,,,
PI2083,2019,SA12,SA16,SA19,,,,,,03931,03048,04033,,,,,
PI2085,2019,SA12,,,,,,,,07862,,,,,,,
PI2088,2019,SA12,,,,,,,,03731,,,,,,,
PI2089,2019,SA14,SA12,,,,,,,05442,07462,,,,,,
PI2092,2019,SA13,SA16,SA19,,,,,,01000,06095,08053,,,,,
PI2096,2019,SA14,SA12,SA16,SA19,,,,,01979,03731,06095,08057,,,,
PI2097,2019,SA14,,,,,,,,06432,,,,,,,
PI2100,2019,SA12,SA13,SA16,SA17,SA19,,,,03731,00185,06095,01000,08057,,,
PI2103,2019,SA22,,,,,,,,03335,,,,,,,
PI2104,2019,SA02,SA14,SA12,SA16,SA19,,,,00177,00495,03731,03047,04020,,,
PI2106,2019,SA14,SA16,,,,,,,01980,06095,,,,,,
PI2108,2019,SA14,,,,,,,,01980,,,,,,,
PI2110,2019,SA22,,,,,,,,03335,,,,,,,
PI2111,2019,SA14,SA12,,,,,,,04344,07462,,,,,,
PI2112,2019,SA12,,,,,,,,07462,,,,,,,
PI2113,2019,SA14,,,,,,,,20284,,,,,,,
PI2114,2019,SA14,SA12,,,,,,,04171,03731,,,,,,
PI2117,2019,SA12,,,,,,,,07862,,,,,,,
PI2124,2019,SA12,,,,,,,,07462,,,,,,,
PI2127,2019,SA02,,,,,,,,01185,,,,,,,
PI2128,2019,SA12,,,,,,,,07862,,,,,,,
PI2132,2019,SA02,SA12,SA16,SA19,,,,,01722,08262,05245,08043,,,,
PI2138,2019,SA12,,,,,,,,08262,,,,,,,
